,z_angle,acc,y_true,y_pred,y_pred_prob,top2_pred_categories,Prob_C0,Prob_C1,Prob_C2,Prob_C3,Prob_C4,Prob_C5,Prob_C6,Prob_C7,Prob_C8,Prob_C9,top_pred_categories,misclassified
10,-89,0.4,5,5,0.9891043901443481,[5 6],6.495756821323084e-08,0.00011171607911819592,2.937984401005029e-17,5.684576941111796e-12,2.3851554942666553e-05,0.9891043901443481,0.010752713307738304,6.176808196867167e-14,2.8291778642053345e-11,7.3008200160984416e-06,[5 6 1 4 9 0 8 3 7 2],0
11,-89,0.4,1,1,0.991107165813446,[1 6],1.7636416890158373e-14,0.991107165813446,3.1991897737719543e-13,2.0583727430856236e-11,1.4505800727260265e-10,3.4238019086529903e-09,0.008892863988876343,1.3100181746675266e-13,2.97922981010374e-15,1.0434340023957045e-13,[1 6 5 4 3 2 7 9 0 8],0
12,-89,0.4,4,5,0.48597732186317444,[5 4],1.0831720828718971e-05,0.00030947470804676414,6.914379711622505e-16,5.090210031255538e-09,0.4219502806663513,0.48597732186317444,0.09024912118911743,6.344566256914763e-13,5.649357648351838e-10,0.0015030078357085586,[5 4 6 9 1 0 3 8 7 2],1
13,-89,0.4,0,5,0.8819407820701599,[5 6],0.00047803562483750284,0.0053838761523365974,5.862472237262023e-14,2.3539731941468744e-08,0.02179020084440708,0.8819407820701599,0.09040585905313492,5.581915680542837e-13,2.4162911255176667e-11,1.2302683671805426e-06,[5 6 4 1 0 9 3 8 7 2],1
14,-89,0.4,3,1,0.8671750426292419,[1 6],8.943544757317352e-15,0.8671750426292419,0.006036109756678343,0.009167294017970562,2.7778664701827438e-08,3.213699029114281e-10,0.1016906127333641,0.015924815088510513,6.0584393395402e-06,2.767492901512014e-10,[1 6 7 3 2 8 4 5 9 0],1
15,-89,0.4,7,2,0.9032566547393799,[2 7],6.874776136098523e-19,8.965970010876845e-08,0.9032566547393799,1.1044252232750296e-06,1.2731675150181188e-14,2.620796965863446e-16,1.0361650737422679e-07,0.09674198925495148,4.1605344169859393e-10,7.823623787781285e-17,[2 7 3 6 1 8 4 5 9 0],1
16,-89,0.4,6,1,0.9198878407478333,[1 6],3.616871884458417e-13,0.9198878407478333,1.83696807765088e-11,2.2885968120611722e-10,1.1641867470046918e-09,8.471201518034377e-09,0.08011212199926376,1.8642988194872423e-11,9.03487828714071e-14,1.7681818465994925e-12,[1 6 5 4 3 7 2 9 0 8],1
17,-89,0.4,2,2,0.9828414916992188,[2 7],8.654392022237684e-20,6.115574819887115e-07,0.9828414916992188,4.422199708642438e-07,4.9534770511468814e-15,8.821293603770882e-17,7.568825566295345e-08,0.01715744473040104,3.3856546038935065e-11,8.480439273989626e-18,[2 7 1 3 6 8 4 5 9 0],0
18,-89,0.4,9,9,0.9304836392402649,[9 5],1.433724694521743e-09,1.803681612955188e-07,1.963102046043257e-18,2.0042424317412433e-11,0.0019532067235559225,0.0666208267211914,0.0009421338909305632,5.702758686283727e-13,5.167920491544464e-08,0.9304836392402649,[9 5 4 6 1 8 0 3 7 2],0
19,-89,0.4,8,7,0.5092604160308838,[7 2],3.8823694151028654e-13,0.013648497872054577,0.4318543076515198,0.025585433468222618,1.3352527972188e-08,4.272087683609982e-10,0.019633671268820763,0.5092604160308838,1.7660902813076973e-05,1.72732517178531e-09,[7 2 3 6 1 8 4 9 5 0],1
20,-88,0.4,5,5,0.9907941222190857,[5 6],6.14221562500461e-08,8.784698002273217e-05,2.198397086801569e-17,4.4002470937776206e-12,2.046495683316607e-05,0.9907941222190857,0.009090372361242771,5.1210558282008614e-14,2.636882205642177e-11,7.2035509219858795e-06,[5 6 1 4 9 0 8 3 7 2],0
21,-88,0.4,1,1,0.9908602237701416,[1 6],1.8610418382140198e-14,0.9908602237701416,2.9856455849297525e-13,1.963807241822657e-11,1.446528175019779e-10,3.736448483948607e-09,0.009139790199697018,1.2606551273806194e-13,2.9481809703891864e-15,1.0615598976032245e-13,[1 6 5 4 3 2 7 9 0 8],0
22,-88,0.4,3,1,0.8620439171791077,[1 6],9.81485705697175e-15,0.8620439171791077,0.005690599326044321,0.008999642916023731,2.9178140792396334e-08,3.494134981352204e-10,0.10766072571277618,0.0155990244820714,6.0259517340455204e-06,2.888243533227808e-10,[1 6 7 3 2 8 4 5 9 0],1
23,-88,0.4,4,5,0.5308796167373657,[5 4],1.2643632544495631e-05,0.00023697386495769024,5.536787560822976e-16,4.3483692202528346e-09,0.3876020312309265,0.5308796167373657,0.07991018891334534,5.374272533074931e-13,5.137817948863699e-10,0.001358583103865385,[5 4 6 9 1 0 3 8 7 2],1
24,-88,0.4,0,5,0.8985217213630676,[5 6],0.00046770990593358874,0.004251439590007067,4.291959989450797e-14,1.8277365398944312e-08,0.019031574949622154,0.8985217213630676,0.07772643119096756,4.4578980806266044e-13,2.0928390964680688e-11,1.1129702670586994e-06,[5 6 4 1 0 9 3 8 7 2],1
25,-88,0.4,7,2,0.9040051102638245,[2 7],7.38871275645961e-19,9.141557200109673e-08,0.9040051102638245,1.1006740123775671e-06,1.3224344240655127e-14,2.7116041917650275e-16,1.0556473029055269e-07,0.09599357843399048,4.1472972278633335e-10,8.027818946818166e-17,[2 7 3 6 1 8 4 5 9 0],1
26,-88,0.4,6,1,0.918201208114624,[1 6],3.8658198820915035e-13,0.918201208114624,1.7664833137920333e-11,2.2051316328486337e-10,1.1717359305052355e-09,9.020950209048806e-09,0.08179881423711777,1.8446109223413387e-11,9.108185261780602e-14,1.814108000104675e-12,[1 6 5 4 3 7 2 9 0 8],1
27,-88,0.4,2,2,0.9825717210769653,[2 7],9.161875729092063e-20,5.986832434246026e-07,0.9825717210769653,4.425427562182449e-07,5.0247904490421155e-15,9.080679576766281e-17,7.646471544831002e-08,0.017427140846848488,3.3896094264740384e-11,8.473552995390123e-18,[2 7 1 3 6 8 4 5 9 0],0
28,-88,0.4,9,9,0.9326814413070679,[9 5],1.2923820902344119e-09,1.6737369890051923e-07,1.7347954406900992e-18,1.758716089428347e-11,0.001733829383738339,0.06469684839248657,0.0008877240470610559,5.349106574348284e-13,5.18944247573927e-08,0.9326814413070679,[9 5 4 6 1 8 0 3 7 2],0
29,-88,0.4,8,7,0.5267455577850342,[7 2],4.2294425882556663e-13,0.013818537816405296,0.41204991936683655,0.02651679329574108,1.4727222996668843e-08,4.6516224205817025e-10,0.02084977552294731,0.5267455577850342,1.9443523342488334e-05,1.9566850362195964e-09,[7 2 3 6 1 8 4 9 5 0],1
30,-87,0.4,5,5,0.9912095069885254,[5 6],5.7899516292536646e-08,8.259006426669657e-05,1.9391011110568165e-17,3.941744500246536e-12,1.919625537993852e-05,0.9912095069885254,0.008681438863277435,4.805410355659262e-14,2.633643997329571e-11,7.357585673162248e-06,[5 6 1 4 9 0 8 3 7 2],0
31,-87,0.4,1,1,0.9905123114585876,[1 6],1.9657786479881402e-14,0.9905123114585876,2.8258032849434733e-13,1.9133930551085143e-11,1.4569860595781137e-10,4.108964279936345e-09,0.009487738832831383,1.2437143329102618e-13,3.013009907556715e-15,1.1007418799146781e-13,[1 6 5 4 3 2 7 9 0 8],0
32,-87,0.4,3,1,0.8570996522903442,[1 6],1.0223298885236615e-14,0.8570996522903442,0.006041794549673796,0.008999277837574482,2.8660226192300797e-08,3.6066755138008944e-10,0.11108709871768951,0.016766158863902092,6.069366463634651e-06,2.868579263015647e-10,[1 6 7 3 2 8 4 5 9 0],1
33,-87,0.4,4,5,0.5645568370819092,[5 4],1.42234212034964e-05,0.00020508308080025017,4.51867301646462e-16,3.739649923062416e-09,0.3611000180244446,0.5645568370819092,0.07285851240158081,4.4428160152557017e-13,4.5519565894380776e-10,0.0012653765734285116,[5 4 6 9 1 0 3 8 7 2],1
34,-87,0.4,0,5,0.9121538996696472,[5 6],0.0005109024932608008,0.0034065053332597017,3.3510890053546974e-14,1.4998452257941608e-08,0.016841085627675056,0.9121538996696472,0.06708654761314392,3.5885433079946294e-13,1.7960187156940144e-11,9.70283622336865e-07,[5 6 4 1 0 9 3 8 7 2],1
35,-87,0.4,7,2,0.8974841833114624,[2 7],7.991060508641896e-19,9.284283208899069e-08,0.8974841833114624,1.1303530982331722e-06,1.445766656350475e-14,2.963350589320682e-16,1.1172666347647464e-07,0.10251443088054657,4.513519280546774e-10,9.087421429630833e-17,[2 7 3 6 1 8 4 5 9 0],1
36,-87,0.4,6,1,0.9155706167221069,[1 6],4.083974369621657e-13,0.9155706167221069,1.6995160487254246e-11,2.1527592208858692e-10,1.202179356063482e-09,9.74288649757682e-09,0.08442933112382889,1.8590988123956542e-11,9.49472298743606e-14,1.929325406033189e-12,[1 6 5 4 3 7 2 9 0 8],1
37,-87,0.4,2,2,0.9822569489479065,[2 7],9.610798925986808e-20,6.05552031629486e-07,0.9822569489479065,4.371342754438956e-07,5.095864983646224e-15,9.376761928712492e-17,7.83664546588625e-08,0.01774190552532673,3.3676027244577966e-11,8.60036226483634e-18,[2 7 1 3 6 8 4 5 9 0],0
38,-87,0.4,9,9,0.933769941329956,[9 5],1.2325143128322225e-09,1.7677410824035178e-07,1.58572374243036e-18,1.6175326703060655e-11,0.0016681535635143518,0.06366673856973648,0.0008949988405220211,4.916220425546514e-13,5.060925900579605e-08,0.933769941329956,[9 5 4 6 1 8 0 3 7 2],0
39,-87,0.4,8,7,0.5182739496231079,[7 2],4.71691208227959e-13,0.014062446542084217,0.41952094435691833,0.02707679010927677,1.5121552010555206e-08,4.722103819077006e-10,0.021046530455350876,0.5182739496231079,1.9349883586983196e-05,1.8581767236014457e-09,[7 2 3 6 1 8 4 9 5 0],1
40,-86,0.4,5,5,0.9917111396789551,[5 6],5.3390252219287504e-08,7.787340291542932e-05,1.6928476229024326e-17,3.4656717599890197e-12,1.8083925169776194e-05,0.9917111396789551,0.008185023441910744,4.435211217929981e-14,2.5981262280483364e-11,7.798349543008953e-06,[5 6 1 4 9 0 8 3 7 2],0
41,-86,0.4,3,1,0.8542683720588684,[1 6],1.0685990632674277e-14,0.8542683720588684,0.0058263009414076805,0.008650229312479496,2.8266052609637882e-08,3.7717715062335344e-10,0.11481976509094238,0.01642945036292076,5.90186436966178e-06,2.837882151496274e-10,[1 6 7 3 2 8 4 5 9 0],1
42,-86,0.4,4,5,0.5876181125640869,[5 4],1.5510024240938947e-05,0.0001832182751968503,4.1326438388027814e-16,3.484384558660736e-09,0.3427971303462982,0.5876181125640869,0.0681941881775856,4.1172292897066753e-13,4.294128386206353e-10,0.0011917976662516594,[5 4 6 9 1 0 3 8 7 2],1
43,-86,0.4,0,5,0.923075258731842,[5 6],0.0005305971717461944,0.0027438821271061897,2.6564267821028997e-14,1.251572179228333e-08,0.014892756938934326,0.923075258731842,0.05875645950436592,2.987636722219522e-13,1.5921288593068184e-11,8.611073667452729e-07,[5 6 4 1 0 9 3 8 7 2],1
44,-86,0.4,7,2,0.9018749594688416,[2 7],8.776006830081615e-19,9.810398893250749e-08,0.9018749594688416,1.1429625601522275e-06,1.5621457645780164e-14,3.049628835932413e-16,1.1592836557383634e-07,0.09812356531620026,4.312359913605235e-10,9.259636462697433e-17,[2 7 3 6 1 8 4 5 9 0],1
45,-86,0.4,6,1,0.9093976616859436,[1 6],4.756454561813395e-13,0.9093976616859436,1.685699149711617e-11,2.2135046573446004e-10,1.2967956708465067e-09,1.1276241274060794e-08,0.09060228615999222,1.9799488437666213e-11,1.0581935853829286e-13,2.1433265318809847e-12,[1 6 5 4 3 7 2 9 0 8],1
46,-86,0.4,2,2,0.982541024684906,[2 7],1.0690411797036292e-19,6.18213903180731e-07,0.982541024684906,4.4048053382539365e-07,5.393359048347932e-15,9.815665285222108e-17,8.168002807451558e-08,0.017457902431488037,3.239849707958875e-11,8.675152627100934e-18,[2 7 1 3 6 8 4 5 9 0],0
47,-86,0.4,9,9,0.9375150203704834,[9 5],1.0944148920444263e-09,1.7420204301288322e-07,1.3939475008790752e-18,1.4081931801190883e-11,0.0015032488154247403,0.06013250723481178,0.0008489955216646194,4.457887780705966e-13,4.8854378320584146e-08,0.9375150203704834,[9 5 4 6 1 8 0 3 7 2],0
48,-86,0.4,8,7,0.5214805006980896,[7 2],5.160648926423594e-13,0.014478670433163643,0.4142146706581116,0.027703266590833664,1.6441948247347682e-08,5.005621472875532e-10,0.022102879360318184,0.5214805006980896,1.992410579987336e-05,1.9880865842480944e-09,[7 2 3 6 1 8 4 9 5 0],1
49,-86,0.4,1,1,0.9903732538223267,[1 6],2.0333944082554303e-14,0.9903732538223267,2.7591714720290317e-13,1.8854445782423568e-11,1.44502035337446e-10,4.319165025634675e-09,0.009626757353544235,1.2345734243940365e-13,3.0442520825414796e-15,1.1043156135630977e-13,[1 6 5 4 3 2 7 9 0 8],0
50,-85,0.4,5,5,0.9924741387367249,[5 6],4.95257310717534e-08,6.917889550095424e-05,1.4398813986410583e-17,2.994311612894429e-12,1.709013849904295e-05,0.9924741387367249,0.00743133807554841,4.0593979458262985e-14,2.565493824324694e-11,8.31553461466683e-06,[5 6 1 4 9 0 8 3 7 2],0
51,-85,0.4,3,1,0.8512559533119202,[1 6],1.1569392633584835e-14,0.8512559533119202,0.006120254751294851,0.008584107272326946,2.8328114964892848e-08,3.856542030167276e-10,0.11743807792663574,0.016595954075455666,5.58511328563327e-06,2.7513663569678215e-10,[1 6 7 3 2 8 4 5 9 0],1
52,-85,0.4,4,5,0.6201885342597961,[5 4],1.6333362509612925e-05,0.00015478672867175192,3.301835013559749e-16,2.985975466884838e-09,0.3165200352668762,0.6201885342597961,0.0619816891849041,3.454087059776012e-13,3.9542644159062945e-10,0.001138606807217002,[5 4 6 9 1 0 3 8 7 2],1
53,-85,0.4,0,5,0.9323087334632874,[5 6],0.0005486321751959622,0.002262377180159092,2.1958937828346105e-14,1.0714954257196041e-08,0.01335215661674738,0.9323087334632874,0.05152727663516998,2.5523501498078693e-13,1.4293171680945793e-11,7.701561344219954e-07,[5 6 4 1 0 9 3 8 7 2],1
54,-85,0.4,7,2,0.9005154967308044,[2 7],8.917288244729906e-19,9.51533394299986e-08,0.9005154967308044,1.140906533692032e-06,1.5913987250378014e-14,3.03394734440298e-16,1.1429763446813013e-07,0.09948305040597916,4.3747597211485356e-10,9.50995587443476e-17,[2 7 3 6 1 8 4 5 9 0],1
55,-85,0.4,6,1,0.9015896320343018,[1 6],5.588301631338777e-13,0.9015896320343018,1.6658379536904633e-11,2.3012768080032941e-10,1.412356787078295e-09,1.3147831268156551e-08,0.09841034561395645,2.1065840044576234e-11,1.1864482649375646e-13,2.3919204290845375e-12,[1 6 5 4 3 7 2 9 0 8],1
56,-85,0.4,2,2,0.9825499057769775,[2 7],1.1259939219710976e-19,6.154440370664815e-07,0.9825499057769775,4.2660414578676864e-07,5.245628455533783e-15,9.8548484999665e-17,8.230993842062162e-08,0.01744900457561016,3.116069902109331e-11,8.324322168260043e-18,[2 7 1 3 6 8 4 5 9 0],0
57,-85,0.4,9,9,0.9402298927307129,[9 5],9.909304488076032e-10,1.7131773688561225e-07,1.2881141875987078e-18,1.3143516656988208e-11,0.0013907289830967784,0.05756904184818268,0.0008101582061499357,4.233995695279019e-13,5.037443173705469e-08,0.9402298927307129,[9 5 4 6 1 8 0 3 7 2],0
58,-85,0.4,8,7,0.5349774360656738,[7 2],5.369143714697988e-13,0.015269497409462929,0.3972734212875366,0.028775345534086227,1.7871411017722494e-08,5.415579096279544e-10,0.023682259023189545,0.5349774360656738,2.2064976292313077e-05,2.149892264213804e-09,[7 2 3 6 1 8 4 9 5 0],1
59,-85,0.4,1,1,0.9900107979774475,[1 6],2.1479222412734526e-14,0.9900107979774475,2.565482006521014e-13,1.8545364896538352e-11,1.4527695713084654e-10,4.729537206316081e-09,0.009989170357584953,1.192102243741805e-13,3.110791179229515e-15,1.1312868366695691e-13,[1 6 5 4 3 2 7 9 0 8],0
60,-84,0.4,5,5,0.9926451444625854,[5 6],4.748216042571585e-08,6.823540024925023e-05,1.3435931912826393e-17,2.810408806716569e-12,1.670879646553658e-05,0.9926451444625854,0.007261411752551794,3.9090353675351464e-14,2.583437803960198e-11,8.47886985866353e-06,[5 6 1 4 9 0 8 3 7 2],0
61,-84,0.4,3,1,0.8470050096511841,[1 6],1.2044116484038244e-14,0.8470050096511841,0.006224561017006636,0.008449045941233635,2.7784457401480722e-08,3.9914221927617177e-10,0.12132491171360016,0.01699085347354412,5.542286999116186e-06,2.720315084303593e-10,[1 6 7 3 2 8 4 5 9 0],1
62,-84,0.4,4,5,0.6511355042457581,[5 4],1.7399372154613957e-05,0.000126332844956778,2.688666010157789e-16,2.565972989643228e-09,0.2932530641555786,0.6511355042457581,0.0543798953294754,2.946231583353387e-13,3.650307556224419e-10,0.0010878016473725438,[5 4 6 9 1 0 3 8 7 2],1
63,-84,0.4,0,5,0.9417228102684021,[5 6],0.0005849854787811637,0.001777435070835054,1.7464618279664466e-14,8.944085472251118e-09,0.011797124519944191,0.9417228102684021,0.04411684721708298,2.1155309221001367e-13,1.262394702661318e-11,6.773768177481543e-07,[5 6 4 1 0 9 3 8 7 2],1
64,-84,0.4,7,2,0.8990674614906311,[2 7],1.0068832224859118e-18,9.983293125515047e-08,0.8990674614906311,1.1873246421600925e-06,1.783588976110497e-14,3.2976451121465966e-16,1.2238321289714804e-07,0.1009310781955719,4.5485470945294537e-10,1.0584630911497124e-16,[2 7 3 6 1 8 4 5 9 0],1
65,-84,0.4,6,1,0.8995400071144104,[1 6],5.758337600150765e-13,0.8995400071144104,1.6347515355286113e-11,2.294206630226725e-10,1.436231911178254e-09,1.3891850336733569e-08,0.10046005249023438,2.1606315694921996e-11,1.260264679073253e-13,2.5151389217853426e-12,[1 6 5 4 3 7 2 9 0 8],1
66,-84,0.4,2,2,0.9818373322486877,[2 7],1.2355395184430265e-19,6.531849408020207e-07,0.9818373322486877,4.459068918549747e-07,5.687471757524201e-15,1.0808406428249869e-16,8.959295172417114e-08,0.018161358311772346,3.307037282906933e-11,9.080223800248764e-18,[2 7 1 3 6 8 4 5 9 0],0
67,-84,0.4,9,9,0.9419280886650085,[9 5],9.278637302934101e-10,1.7485355385815637e-07,1.244807146628494e-18,1.2809818310255405e-11,0.0013311713701114058,0.055937908589839935,0.0008027037838473916,4.170509423917501e-13,5.3150934320456145e-08,0.9419280886650085,[9 5 4 6 1 8 0 3 7 2],0
68,-84,0.4,8,7,0.5535117387771606,[7 2],5.420379856763136e-13,0.0141288498416543,0.3796340525150299,0.029335269704461098,1.8245643218506302e-08,5.453353879580902e-10,0.02336587943136692,0.5535117387771606,2.4245002350653522e-05,2.2433097601748386e-09,[7 2 3 6 1 8 4 9 5 0],1
69,-84,0.4,1,1,0.9895644187927246,[1 6],2.2911118057540765e-14,0.9895644187927246,2.5325650864632676e-13,1.8788739661323994e-11,1.4889170452114797e-10,5.1711452897507115e-09,0.010435499250888824,1.2219152285049967e-13,3.2838681741990646e-15,1.1843095406270654e-13,[1 6 5 4 3 2 7 9 0 8],0
70,-83,0.4,5,5,0.992629885673523,[5 6],4.486114590918078e-08,7.170136086642742e-05,1.31072748574856e-17,2.7023825885374997e-12,1.6439335013274103e-05,0.992629885673523,0.007273130118846893,3.8700793058513844e-14,2.64231726776476e-11,8.87116402736865e-06,[5 6 1 4 9 0 8 3 7 2],0
71,-83,0.4,3,1,0.8418868780136108,[1 6],1.2922790347037229e-14,0.8418868780136108,0.0064123827032744884,0.008409395813941956,2.7937250735021735e-08,4.1880862666765495e-10,0.12576831877231598,0.01751752756536007,5.462216904561501e-06,2.7383492695598477e-10,[1 6 7 3 2 8 4 5 9 0],1
72,-83,0.4,4,5,0.6783596277236938,[5 4],1.907224941533059e-05,0.00010521517833694816,2.209135247728712e-16,2.2563566570710236e-09,0.27233585715293884,0.6783596277236938,0.04817761480808258,2.4690077998594517e-13,3.316744934256377e-10,0.0010026554809883237,[5 4 6 9 1 0 3 8 7 2],1
73,-83,0.4,0,5,0.9479103088378906,[5 6],0.0006350750336423516,0.00146733527071774,1.4996474385648578e-14,7.951750369272759e-09,0.01106003113090992,0.9479103088378906,0.03892659768462181,1.8576200961576556e-13,1.151471713117802e-11,6.214785912561638e-07,[5 6 4 1 0 9 3 8 7 2],1
74,-83,0.4,7,2,0.8998196125030518,[2 7],1.0066843889461694e-18,1.0114611370681814e-07,0.8998196125030518,1.2023759836665704e-06,1.8377592741862514e-14,3.2784696097097393e-16,1.2297014961859531e-07,0.10017894953489304,4.591068081261085e-10,1.1035922124860335e-16,[2 7 3 6 1 8 4 5 9 0],1
75,-83,0.4,6,1,0.9011831283569336,[1 6],5.77704876124352e-13,0.9011831283569336,1.5465352956600675e-11,2.1981087783284892e-10,1.424005691141872e-09,1.4204175613485859e-08,0.09881690889596939,2.073886895548327e-11,1.2627232430246355e-13,2.552096121238856e-12,[1 6 5 4 3 7 2 9 0 8],1
76,-83,0.4,2,2,0.9814841747283936,[2 7],1.268945853715834e-19,6.601467248401605e-07,0.9814841747283936,4.487227442950825e-07,5.6921973543369326e-15,1.1027332019635094e-16,9.206099349512442e-08,0.018514487892389297,3.353580260712086e-11,9.176635836544882e-18,[2 7 1 3 6 8 4 5 9 0],0
77,-83,0.4,9,9,0.942327618598938,[9 5],8.974646026338462e-10,1.8068905660584278e-07,1.1913573203847316e-18,1.247681558763647e-11,0.0013166553108021617,0.05555850267410278,0.0007970244623720646,3.993544047970615e-13,5.485981446895494e-08,0.942327618598938,[9 5 4 6 1 8 0 3 7 2],0
78,-83,0.4,8,7,0.5600079894065857,[7 2],5.474798674305614e-13,0.014072435908019543,0.3725288212299347,0.029998358339071274,1.9061820566435017e-08,5.543125403129068e-10,0.023366576060652733,0.5600079894065857,2.587461676739622e-05,2.3514770131072282e-09,[7 2 3 6 1 8 4 9 5 0],1
79,-83,0.4,1,1,0.9894579648971558,[1 6],2.4059222089633028e-14,0.9894579648971558,2.4327566870707695e-13,1.8654746150592594e-11,1.5011060450209612e-10,5.494979582465476e-09,0.010542039759457111,1.186918266579337e-13,3.3183189099880283e-15,1.195349429248399e-13,[1 6 5 4 3 2 9 7 0 8],0
80,-82,0.4,5,5,0.9936791062355042,[5 6],4.167257472431629e-08,5.788885391666554e-05,1.0158929357563854e-17,2.25217804475375e-12,1.5741157767479308e-05,0.9936791062355042,0.0062376586720347404,3.326437636084166e-14,2.5996994487686997e-11,9.569298526912462e-06,[5 6 1 4 9 0 8 3 7 2],0
81,-82,0.4,3,1,0.8349021673202515,[1 6],1.3583274452054137e-14,0.8349021673202515,0.006338104140013456,0.00834271777421236,2.7794760271149244e-08,4.444628276534246e-10,0.13232754170894623,0.018083855509757996,5.6142685025406536e-06,2.793286157931618e-10,[1 6 7 3 2 8 4 5 9 0],1
82,-82,0.4,4,5,0.7066657543182373,[5 4],1.99303849512944e-05,8.499030082020909e-05,1.9346158399905335e-16,2.0534840494690343e-09,0.24964216351509094,0.7066657543182373,0.042641911655664444,2.285327959858363e-13,3.217656141529801e-10,0.0009451682562939823,[5 4 6 9 1 0 3 8 7 2],1
83,-82,0.4,0,5,0.9544108510017395,[5 6],0.0006283388938754797,0.0011684716446325183,1.1802683294950562e-14,6.6977587920291626e-09,0.010051184333860874,0.9544108510017395,0.03374054655432701,1.565547957113958e-13,1.0519667602293392e-11,5.789019610347168e-07,[5 6 4 1 0 9 3 8 7 2],1
84,-82,0.4,7,2,0.9011611342430115,[2 7],1.1609320664913827e-18,1.1351685458294014e-07,0.9011611342430115,1.2857019555667648e-06,2.1108350730845125e-14,3.6179537975243624e-16,1.3698624456992547e-07,0.09883730858564377,4.744761805675068e-10,1.224432315021496e-16,[2 7 3 6 1 8 4 5 9 0],1
85,-82,0.4,6,1,0.9011212587356567,[1 6],5.817729653058434e-13,0.9011212587356567,1.4882504950630704e-11,2.1465428046152368e-10,1.4555330274390599e-09,1.4552283822411027e-08,0.09887875616550446,2.0490921459614952e-11,1.2871690204582092e-13,2.6670957109509175e-12,[1 6 5 4 3 7 2 9 0 8],1
86,-82,0.4,2,2,0.9808043837547302,[2 7],1.466048001038618e-19,7.325182878048508e-07,0.9808043837547302,4.850103323406074e-07,6.491905300278714e-15,1.2579654229610078e-16,1.0503027425556866e-07,0.01919429749250412,3.6033724615247564e-11,1.0338858511587001e-17,[2 7 1 3 6 8 4 5 9 0],0
