,z_angle,acc,y_true,y_pred,y_pred_prob,top2_pred_categories,Prob_C0,Prob_C1,Prob_C2,Prob_C3,Prob_C4,Prob_C5,Prob_C6,Prob_C7,Prob_C8,Prob_C9,top_pred_categories,misclassified
27,-88,0.1,7,1,0.9841395616531372,[1 6],6.46055279925257e-15,0.9841395616531372,2.915533779503164e-15,1.7752506279236635e-12,5.4351332323676615e-08,8.374331628147047e-08,0.01585879921913147,6.599927581448645e-14,1.62231339473351e-13,1.5110002777873888e-06,[1 6 9 5 4 3 8 7 0 2],1
28,-88,0.1,9,1,0.9971597194671631,[1 6],2.6751203651444167e-16,0.9971597194671631,2.1713825182345659e-10,5.379731192078907e-06,1.9672505402468232e-08,2.3481366157040995e-11,0.0028349075000733137,7.322648737373427e-11,1.061435717097936e-09,1.5430129396420966e-10,[1 6 3 4 8 2 9 7 5 0],1
29,-88,0.1,2,1,0.9979159235954285,[1 6],4.2472809665995703e-13,0.9979159235954285,5.547525821011793e-16,8.831077416646821e-14,2.1083859280679462e-07,3.271935042903351e-07,0.0020827639382332563,9.360794034167768e-16,1.1943080911782093e-15,6.770916343157296e-07,[1 6 9 5 4 0 3 8 7 2],1
30,-87,0.1,5,1,0.9946498274803162,[1 6],3.777318301895205e-12,0.9946498274803162,2.1744274436574784e-10,8.804672688711435e-07,5.6386811593256425e-06,1.5257858865247442e-10,0.005343758966773748,1.837374653465562e-12,5.663851007121912e-13,3.524679159649935e-11,[1 6 4 3 2 5 9 0 7 8],1
31,-87,0.1,0,1,0.9946718811988831,[1 6],1.0524026095026784e-10,0.9946718811988831,3.923698605606818e-12,2.847174016551435e-07,5.035744470660575e-05,1.0764712676802901e-08,0.005277555901557207,5.4245128354446503e-14,2.926658481533506e-13,2.816052946386094e-10,[1 6 4 3 5 9 0 2 8 7],1
32,-87,0.1,6,1,0.9934711456298828,[1 6],7.056200068689122e-11,0.9934711456298828,3.61835496461016e-12,2.0748980311680043e-10,1.1075991096731741e-05,2.4740389736876978e-09,0.0065178400836884975,1.2071769907480434e-13,9.310430513915211e-16,8.893880770743934e-11,[1 6 4 5 3 9 0 2 7 8],1
33,-87,0.1,3,1,0.9897206425666809,[1 6],2.818051239410202e-13,0.9897206425666809,9.592596458645169e-15,1.4169640460970356e-10,5.726629296987085e-06,4.502179606902246e-08,0.010273285210132599,6.18719146554779e-14,1.388051566048043e-12,2.144967226058725e-07,[1 6 4 9 5 3 8 0 7 2],1
34,-87,0.1,1,1,0.9722135066986084,[1 6],0.0001358234731014818,0.9722135066986084,3.737726517183404e-10,4.12008382966178e-08,0.010775470174849033,1.7877919162856415e-06,0.016873450949788094,2.697705069314854e-13,2.557174891827077e-15,8.558157515992093e-10,[1 6 4 0 5 3 9 2 7 8],0
35,-87,0.1,8,1,0.8348367810249329,[1 6],1.513443233583378e-14,0.8348367810249329,1.5723053284691368e-12,4.481431759018051e-08,1.8733287561190082e-06,2.199871858010738e-07,0.1651521623134613,4.886778759427557e-10,2.841180801738119e-08,8.911591976357158e-06,[1 6 9 4 5 3 8 7 2 0],1
36,-87,0.1,4,1,0.9975548386573792,[1 6],1.6075932252057612e-11,0.9975548386573792,4.322095459308173e-11,9.488696264270402e-07,2.6565086841401353e-07,3.960147487713783e-10,0.002444011624902487,7.376209560684688e-14,3.133315547125537e-13,1.986119168434497e-12,[1 6 3 4 5 2 0 9 8 7],1
37,-87,0.1,7,1,0.9841640591621399,[1 6],6.420151021734434e-15,0.9841640591621399,2.9028109211189307e-15,1.7270568655747276e-12,5.102642575138816e-08,8.316281707720918e-08,0.015834350138902664,6.580331304807327e-14,1.5855097454126749e-13,1.431092641723808e-06,[1 6 9 5 4 3 8 7 0 2],1
38,-87,0.1,9,1,0.9971539974212646,[1 6],2.6351189695125363e-16,0.9971539974212646,2.5495552891108275e-10,5.7822921917249914e-06,1.8590842643106953e-08,2.1833044053232165e-11,0.0028401354793459177,8.309844479192918e-11,1.0814441564477306e-09,1.4035793360900328e-10,[1 6 3 4 8 2 9 7 5 0],1
39,-87,0.1,2,1,0.9979189038276672,[1 6],4.2123281859124395e-13,0.9979189038276672,5.464036430378896e-16,8.59201287049284e-14,2.0192808847241395e-07,3.1989068816073996e-07,0.0020800051279366016,9.113786521254205e-16,1.1554310788442499e-15,6.442414246521366e-07,[1 6 9 5 4 0 3 8 7 2],1
40,-86,0.1,5,1,0.99457848072052,[1 6],4.162843247196291e-12,0.99457848072052,2.3928073411561e-10,9.425507414562162e-07,5.7695629038789775e-06,1.529239651576475e-10,0.0054147979244589806,1.9203896285679978e-12,5.634815530841664e-13,3.3850082459263575e-11,[1 6 4 3 2 5 9 0 7 8],1
41,-86,0.1,0,1,0.9945076107978821,[1 6],1.2367462609574886e-10,0.9945076107978821,4.4384678224429486e-12,3.2017251783145184e-07,5.4670665122102946e-05,1.1237177410805543e-08,0.005437376908957958,5.811615701482517e-14,3.059331488228928e-13,2.8279398267549993e-10,[1 6 4 3 5 9 0 2 8 7],1
42,-86,0.1,6,1,0.9935021996498108,[1 6],7.555691489136152e-11,0.9935021996498108,3.779262059550037e-12,2.0870728756339219e-10,1.0837144145625643e-05,2.438822255257378e-09,0.006486926693469286,1.201492518757702e-13,8.887743073785186e-16,8.329591183464657e-11,[1 6 4 5 3 9 0 2 7 8],1
43,-86,0.1,3,1,0.989535927772522,[1 6],2.807274269815696e-13,0.989535927772522,9.953742508234196e-15,1.4197590325615295e-10,5.7117022151942365e-06,4.416928689465749e-08,0.0104580232873559,6.391148867730331e-14,1.3711613225039776e-12,2.15464069697191e-07,[1 6 4 9 5 3 8 0 7 2],1
44,-86,0.1,1,1,0.9706187844276428,[1 6],0.00016984762623906136,0.9706187844276428,4.146800958171326e-10,4.550909693534777e-08,0.011794806458055973,1.911650542751886e-06,0.017414646223187447,2.8422953552396935e-13,2.669882789854629e-15,8.815506657988692e-10,[1 6 4 0 5 3 9 2 7 8],0
45,-86,0.1,8,1,0.8359382152557373,[1 6],1.4408394656962968e-14,0.8359382152557373,1.5432925120142937e-12,4.193096714288913e-08,1.7089652146751177e-06,2.0946016832112946e-07,0.16405199468135834,4.646573958932976e-10,2.564415879646731e-08,7.799028935551178e-06,[1 6 9 4 5 3 8 7 2 0],1
46,-86,0.1,4,1,0.9974867105484009,[1 6],1.8065632323427394e-11,0.9974867105484009,4.6848677714983467e-11,1.0250175819237484e-06,2.822262956669874e-07,4.10284334284583e-10,0.0025118684861809015,7.775438550395447e-14,3.241775337753383e-13,2.0198916324265515e-12,[1 6 3 4 5 2 0 9 8 7],1
47,-86,0.1,7,1,0.9844757914543152,[1 6],6.145110106398543e-15,0.9844757914543152,2.9485009370850117e-15,1.6902512375849277e-12,4.739432668543486e-08,7.686200120815556e-08,0.015522756613790989,6.470274619904681e-14,1.4866501584463732e-13,1.2710219152722857e-06,[1 6 9 5 4 3 8 7 0 2],1
48,-86,0.1,9,1,0.9971280694007874,[1 6],2.6204152716415897e-16,0.9971280694007874,2.8620042447080607e-10,6.121958449512022e-06,1.8242614530095125e-08,2.062461486318501e-11,0.002865780843421817,9.110253523791911e-11,1.0880386591693991e-09,1.346775468924477e-10,[1 6 3 4 8 2 9 7 5 0],1
49,-86,0.1,2,1,0.9979507327079773,[1 6],4.0832167833536326e-13,0.9979507327079773,5.612900353276472e-16,8.385647184234665e-14,1.8855352834634687e-07,2.968723720186972e-07,0.0020481685642153025,8.923793854811513e-16,1.0667311650363188e-15,5.704340537704411e-07,[1 6 9 5 4 0 3 8 7 2],1
50,-85,0.1,5,1,0.9945629239082336,[1 6],4.6567220565729706e-12,0.9945629239082336,2.6191815383214134e-10,9.91586034615466e-07,5.811718438053504e-06,1.5106159378941442e-10,0.005430278833955526,1.96619955560029e-12,5.467921579925539e-13,3.1973743097601925e-11,[1 6 4 3 2 5 9 0 7 8],1
51,-85,0.1,0,1,0.9944129586219788,[1 6],1.3521767039392785e-10,0.9944129586219788,4.571122994012633e-12,3.349631185756152e-07,5.6386415963061154e-05,1.1719145653898977e-08,0.005530282389372587,5.865268801240678e-14,3.114434437342245e-13,2.838559109985539e-10,[1 6 4 3 5 9 0 2 8 7],1
52,-85,0.1,6,1,0.9936329126358032,[1 6],8.233379950040032e-11,0.9936329126358032,4.020778501812039e-12,2.1342935752066694e-10,1.041756786435144e-05,2.366995266456229e-09,0.006356582045555115,1.1889702547160375e-13,8.411359568150751e-16,7.418474168296996e-11,[1 6 4 5 3 0 9 2 7 8],1
53,-85,0.1,3,1,0.9896652102470398,[1 6],2.817242966690614e-13,0.9896652102470398,1.0171312238098883e-14,1.4049900132206972e-10,5.554343260882888e-06,4.2382218623515655e-08,0.010328959673643112,6.301244113082402e-14,1.2985422199324193e-12,1.9954875085659296e-07,[1 6 4 9 5 3 8 0 7 2],1
54,-85,0.1,1,1,0.9699037075042725,[1 6],0.00020642967137973756,0.9699037075042725,4.508911022327311e-10,4.944090292724468e-08,0.012340287677943707,2.0097422748222016e-06,0.01754765212535858,2.8943413963276876e-13,2.708792518836176e-15,8.523164951590445e-10,[1 6 4 0 5 3 9 2 7 8],0
55,-85,0.1,8,1,0.8368520140647888,[1 6],1.3502706372177202e-14,0.8368520140647888,1.6301127114815017e-12,4.073065795751063e-08,1.5326103266488644e-06,1.9085825897491304e-07,0.1631397157907486,4.690094979054038e-10,2.3268041715596155e-08,6.566956926690182e-06,[1 6 9 4 5 3 8 7 2 0],1
56,-85,0.1,7,1,0.9844245910644531,[1 6],5.805687910807747e-15,0.9844245910644531,3.060234958981458e-15,1.7074627302327006e-12,4.305163869844364e-08,7.245733257832399e-08,0.015574142336845398,6.689885190952483e-14,1.4894251739068498e-13,1.1554431011973065e-06,[1 6 9 5 4 3 8 7 0 2],1
57,-85,0.1,9,1,0.9970768690109253,[1 6],2.6101047630911367e-16,0.9970768690109253,3.1758090601741173e-10,6.655871402472258e-06,1.832194840289958e-08,2.0160303981775485e-11,0.0029164652805775404,1.0178666243199075e-10,1.1704678337665086e-09,1.3539176724197688e-10,[1 6 3 4 8 2 9 7 5 0],1
58,-85,0.1,2,1,0.99795001745224,[1 6],3.915189299066174e-13,0.99795001745224,5.690075113287587e-16,8.346212040715936e-14,1.7822583231463796e-07,2.7889700504601933e-07,0.0020490188617259264,8.874291661187196e-16,1.0321019170537213e-15,5.265455342851055e-07,[1 6 9 5 4 0 3 8 7 2],1
59,-85,0.1,4,1,0.9973335266113281,[1 6],2.2893072854079932e-11,0.9973335266113281,5.248118606360208e-11,1.157985479949275e-06,3.122048042314418e-07,4.500160799558728e-10,0.002665002830326557,8.3115175711964e-14,3.425835732717014e-13,2.070564206202441e-12,[1 6 3 4 5 2 0 9 8 7],1
60,-84,0.1,5,1,0.9945170283317566,[1 6],4.998009818513172e-12,0.9945170283317566,2.841190893665413e-10,1.0579199170024367e-06,5.8309246924181934e-06,1.511823166655546e-10,0.005476041696965694,2.070494383582533e-12,5.574552863589488e-13,3.102057846704476e-11,[1 6 4 3 2 5 9 0 7 8],1
61,-84,0.1,0,1,0.9942991733551025,[1 6],1.4507237078298374e-10,0.9942991733551025,4.847944962138584e-12,3.5783810403700045e-07,5.8809397160075605e-05,1.193354393080881e-08,0.005641568917781115,6.092334617477033e-14,3.2033775046631796e-13,2.8504248961169765e-10,[1 6 4 3 5 9 0 2 8 7],1
62,-84,0.1,6,1,0.9938686490058899,[1 6],8.55225959495165e-11,0.9938686490058899,4.078089862330492e-12,2.0661178323777563e-10,9.9773506008205e-06,2.298845780401848e-09,0.006121423561125994,1.1407036068760562e-13,7.782268727620574e-16,6.806228497469036e-11,[1 6 4 5 3 0 9 2 7 8],1
63,-84,0.1,3,1,0.9899429082870483,[1 6],2.7387082402255403e-13,0.9899429082870483,1.0392936714682076e-14,1.3795271869287973e-10,5.331341526471078e-06,4.005289611086482e-08,0.010051438584923744,6.187625146416784e-14,1.2130765142392974e-12,1.847209745164946e-07,[1 6 4 9 5 3 8 0 7 2],1
64,-84,0.1,1,1,0.9695209860801697,[1 6],0.00024131547252181917,0.9695209860801697,4.771424921834466e-10,5.154315729782866e-08,0.012823234312236309,2.0713569028885104e-06,0.017412394285202026,2.8833825518187473e-13,2.6880770575616513e-15,8.364915982106425e-10,[1 6 4 0 5 3 9 2 7 8],0
65,-84,0.1,7,1,0.9849433898925781,[1 6],5.695592262389528e-15,0.9849433898925781,3.0324391493008343e-15,1.6424681710189293e-12,4.033513079093609e-08,6.842483202262883e-08,0.015055503696203232,6.398480107295407e-14,1.3801842156137278e-13,1.0415213864689576e-06,[1 6 9 5 4 3 8 7 0 2],1
66,-84,0.1,8,1,0.8364976048469543,[1 6],1.2876313649221385e-14,0.8364976048469543,1.6375980432803416e-12,3.927719305352184e-08,1.4405586625798605e-06,1.8277623325957393e-07,0.16349448263645172,4.694614141875775e-10,2.2028684654173958e-08,6.255186690395931e-06,[1 6 9 4 5 3 8 7 2 0],1
67,-84,0.1,9,1,0.997025191783905,[1 6],2.595761054222773e-16,0.997025191783905,3.4782698943303103e-10,7.20930165698519e-06,1.8708629312413905e-08,1.9036629911317604e-11,0.002967504318803549,1.1038363972870613e-10,1.2131675664051045e-09,1.3484174887778977e-10,[1 6 3 4 8 2 9 7 5 0],1
68,-84,0.1,2,1,0.9979820251464844,[1 6],3.762299174460415e-13,0.9979820251464844,5.718372366472985e-16,8.227352311799066e-14,1.667666111870858e-07,2.5623864985391265e-07,0.002017014427110553,8.631775540476449e-16,9.769671660883996e-16,4.73868425387991e-07,[1 6 9 5 4 0 3 8 7 2],1
69,-84,0.1,4,1,0.9972502589225769,[1 6],2.5409932838393878e-11,0.9972502589225769,5.633828473183833e-11,1.2554304475997924e-06,3.3453582659603853e-07,4.668472275426439e-10,0.002748080063611269,8.764712046416268e-14,3.597252161945119e-13,2.1479489194231594e-12,[1 6 3 4 5 2 0 9 8 7],1
70,-83,0.1,5,1,0.9945334196090698,[1 6],5.5612237905011686e-12,0.9945334196090698,3.1995567306708494e-10,1.1347899544489337e-06,5.8649739003158174e-06,1.4923233482289078e-10,0.005459560081362724,2.1691710927473906e-12,5.449175724363264e-13,2.91452868783626e-11,[1 6 4 3 2 5 9 0 7 8],1
71,-83,0.1,0,1,0.9942623376846313,[1 6],1.5330341163188876e-10,0.9942623376846313,4.9674140668865e-12,3.698536090723792e-07,6.013522943248972e-05,1.2128142934386688e-08,0.005677164066582918,6.142455251031964e-14,3.229084209223354e-13,2.854949054942324e-10,[1 6 4 3 5 9 0 2 8 7],1
72,-83,0.1,6,1,0.9937736988067627,[1 6],8.939180645706202e-11,0.9937736988067627,4.041779064212214e-12,2.1019271045918941e-10,9.903198588290252e-06,2.338264915024979e-09,0.006216368637979031,1.1507536189139106e-13,8.049912610107212e-16,6.87730844495249e-11,[1 6 4 5 3 0 9 2 7 8],1
73,-83,0.1,3,1,0.9899616241455078,[1 6],2.6949010514462635e-13,0.9899616241455078,1.071981604638993e-14,1.3805613596762356e-10,5.2278837756603025e-06,3.858510311260943e-08,0.010032828897237778,6.243889818157919e-14,1.1801169850361726e-12,1.775288893668403e-07,[1 6 4 9 5 3 8 0 7 2],1
74,-83,0.1,1,1,0.9677685499191284,[1 6],0.0002821831149049103,0.9677685499191284,4.950724274976892e-10,5.630589683391918e-08,0.013901115395128727,2.2399374302040087e-06,0.018045945093035698,2.996765162410764e-13,2.9126945250639675e-15,8.936930084857408e-10,[1 6 4 0 5 3 9 2 7 8],0
75,-83,0.1,7,1,0.9851792454719543,[1 6],5.550103765786761e-15,0.9851792454719543,3.1184847794894256e-15,1.6102746306506655e-12,3.709222085035435e-08,6.464131985239874e-08,0.01481968816369772,6.384260118176902e-14,1.3099901209363135e-13,9.340315045847092e-07,[1 6 9 5 4 3 8 7 0 2],1
76,-83,0.1,8,1,0.8389794230461121,[1 6],1.19277197575254e-14,0.8389794230461121,1.7402380534867201e-12,3.9325932732481306e-08,1.2955176771356491e-06,1.6558274751332647e-07,0.16101369261741638,4.84001005940371e-10,2.107058350020452e-08,5.419955414254218e-06,[1 6 9 4 5 3 8 7 2 0],1
77,-83,0.1,9,1,0.9970056414604187,[1 6],2.5465831153985766e-16,0.9970056414604187,3.9433942222721896e-10,7.966977136675268e-06,1.854168907300391e-08,1.8158252679256748e-11,0.002986327977851033,1.2576661934105005e-10,1.314388264894717e-09,1.3400457132828336e-10,[1 6 3 4 8 2 9 7 5 0],1
78,-83,0.1,2,1,0.9979925155639648,[1 6],3.55275352323034e-13,0.9979925155639648,5.762204203911027e-16,8.155055678058659e-14,1.5713047218923748e-07,2.3595592324454628e-07,0.0020066271536052227,8.52147914524973e-16,9.383213937490405e-16,4.340005546055181e-07,[1 6 9 5 4 0 3 8 7 2],1
79,-83,0.1,4,1,0.9971393346786499,[1 6],2.7881103675797547e-11,0.9971393346786499,5.941284964006144e-11,1.3660416016136878e-06,3.578817029392667e-07,4.904996964150143e-10,0.002858974738046527,9.241285308606711e-14,3.8692722528592405e-13,2.275097861839659e-12,[1 6 3 4 5 2 0 9 8 7],1
80,-82,0.1,5,1,0.9946099519729614,[1 6],5.8950387973877305e-12,0.9946099519729614,3.4793076753025787e-10,1.189124532174901e-06,5.725325536332093e-06,1.4287740435214857e-10,0.005383169744163752,2.219787288010311e-12,5.323853337346751e-13,2.708327138944977e-11,[1 6 4 3 2 5 9 0 7 8],1
81,-82,0.1,6,1,0.993804931640625,[1 6],9.667724260031818e-11,0.993804931640625,4.459822268432223e-12,2.2362416085552894e-10,9.868813322100323e-06,2.2808013255826154e-09,0.00618516793474555,1.193461426690287e-13,7.898859107040984e-16,6.412575331848913e-11,[1 6 4 5 3 0 9 2 7 8],1
82,-82,0.1,0,1,0.9942625164985657,[1 6],1.5577941714361998e-10,0.9942625164985657,5.070386385058745e-12,3.8267177160378196e-07,5.987012991681695e-05,1.2081876832326088e-08,0.005677186883985996,6.176207819914153e-14,3.2755344118486074e-13,2.810999211178e-10,[1 6 4 3 5 9 0 2 8 7],1
83,-82,0.1,3,1,0.9897364377975464,[1 6],2.7394793790207206e-13,0.9897364377975464,1.103937616640056e-14,1.4221961108784598e-10,5.368813162931474e-06,3.8828495974030375e-08,0.010257960297167301,6.450917545367668e-14,1.2118661109339346e-12,1.8189204809004877e-07,[1 6 4 9 5 3 8 0 7 2],1
84,-82,0.1,1,1,0.9665735960006714,[1 6],0.00033113762037828565,0.9665735960006714,5.244401024562251e-10,6.106100869374131e-08,0.014731586910784245,2.3543027509731473e-06,0.018361208960413933,3.0739243073694966e-13,3.0387815202516377e-15,9.044487381260069e-10,[1 6 4 0 5 3 9 2 7 8],0
85,-82,0.1,7,1,0.985245406627655,[1 6],5.46275688123295e-15,0.985245406627655,3.2073980397209463e-15,1.6208817057647429e-12,3.5153007615917886e-08,6.25800495868134e-08,0.014753698371350765,6.472529760423451e-14,1.3030256127560813e-13,8.751151767683041e-07,[1 6 9 5 4 3 8 7 0 2],1
